dept_name,dept_email,dept_address_state,lat,lon
Scott Police Department,cleger@scottpd.org,LA,30.206507,-92.06417
Shreveport Police Department,police@shreveportla.gov,LA,32.500795,-93.7553329
Slidell Police Department,pio@slidellpd.com,LA,30.2748739,-89.7801916
St Gabriel Police Department,kevin.sgpd@stgabriel.us,LA,30.2962923,-91.1213189
Sulphur Police Department,lcoats@sulphur.org,LA,30.229559,-93.358015
Westwego Police Department,Chief@westwegopolice.com,LA,29.911531,-90.14372
Youngsville Police Department,rickeyboudreaux@youngsvillepd.org,LA,30.206507,-92.06417
Acushnet Police Department,TCarreau@acushnet.ma.us,MA,41.682827,-70.90995
Arlington Police Department,jflaherty@town.arlington.ma.us,MA,42.419243,-71.15183
Athol Police Department,sgts@townofathol.org,MA,42.59588,-72.23212
Ayer Police Department,bgill@ayer.ma.us,MA,42.565495,-71.59193
Barnstable Police Department,chief@barnstablepolice.com,MA,41.798819,-70.211083
Bedford Police Department,recordsrequest@police.bedfordma.gov,MA,42.493195,-71.282936
Bellingham Police Department,policeadministration@bellinghamma.org,MA,42.086376,-71.474014
Belmont Police Department,website@belmontpd.org,MA,42.481711,-71.394917
Blackstone Police Department,ggilmore@blackstonepolice.org,MA,42.017693,-71.5337
Boston Police Department,mediarelations@pd.boston.gov,MA,42.3338046,-71.0914456
Bourne Police Department,PShastany@townofbourne.com,MA,41.798819,-70.211083
Brookline Police Department,mmorgan@brooklinema.gov,MA,42.333908,-71.12126
Canton Police Department,hfindlen@town.canton.ma.us,MA,42.174736,-71.13441
Carver Police Department,mduphily@carverpolice.org,MA,41.987196,-70.741942
Chelmsford Police Department,jspinney@ChelmsfordMA.Gov,MA,42.616592,-71.364136
Danvers Police Department,police@danversma.gov,MA,42.55642,-70.94153
Dedham Police Department,mdentremont@police.dedham-ma.gov,MA,42.24836,-71.17405
Dighton Police Department,scronin@dighton-ma.gov,MA,41.746863,-71.090509
Douglas Police Department,nmigs@douglasma.org,MA,42.311693,-71.940282
Dracut Police Department,pbartlett@dracutma.gov,MA,42.672413,-71.29002
Dudley Police Department,info@dudleypolice.com,MA,42.045654,-71.89592
East Longmeadow Police Department,ELPDrecords@eastlongmeadowma.gov,MA,42.05784,-72.502594
Easton Police Department,gsullivan@easton.ma.us,MA,42.056736,-71.10664
Fall River Police Department,socialmedia@frpd.org,MA,41.78334,-71.12577
Falmouth Police Department,info@falmouthpolicema.gov,MA,41.553528,-70.602745
Fitchburg Police Department,emartineau@police.fitchburgma.gov,MA,42.5844531,-71.7988989
Gloucester Police Department,police@gloucester-ma.gov,MA,42.642711,-70.865107
Grafton Police Department,chief@graftonpolice.com,MA,42.20903,-71.69277
Greenfield Police Department,robert.haigh@greenfield-ma.gov,MA,42.6021,-72.58389
Harwich Police Department,kconsidine@harwichpolice.com,MA,41.798819,-70.211083
Haverhill Police Department,facebookhpd@gmail.com,MA,42.727875,-71.011185
Hingham Police Department,chief@hpd.org,MA,42.2317459,-70.8869134
Holyoke Police Department,262@holyokepd.org,MA,42.20123,-72.60314
Hudson Police Department,hpd@hudsonpd.org,MA,42.397785,-71.5778
Kingston Police Department,msplaine@kpdmass.org,MA,41.987196,-70.741942
Lakeville Police Department,kcampbell@lakevillema.org,MA,41.852142,-70.950096
Lancaster Police Department,eburwinkel@lancasterma.net,MA,42.311693,-71.940282
Leominster Police Department,dducharme@police.leomimster-ma.gov,MA,42.311693,-71.940282
Longmeadow Police Department,Lpdrecords@longmeadow.org,MA,42.050266,-72.58046
Ludlow Police Department,mbrennan@ludlowpolice.com,MA,42.1758,-72.47413
Lynn Police Department,creddy@lynnpolice.org,MA,42.46463,-70.949905
Marlborough Police Department,police_dept@marlborough-ma.gov,MA,42.358169,-71.551207
Mashpee Police Department,rpalermo@mashpeema.gov,MA,41.61825,-70.4906
Maynard Police Department,MNoble@maynardpolice.com,MA,42.430134,-71.46161
Methuen Police Department,Records@ci.methuen.ma.us,MA,42.7306535,-71.1914059
Middleton Police Department,william.sampson@middletonma.gov,MA,42.59823,-71.0202
Milford Police Department,bonnellr@milfordpolice.org,MA,42.138709,-71.5208812
Millis Police Department,csoffayer@millisma.net,MA,42.16715,-71.35808
Nantucket Police Department,wpittman@police.nantucket-ma.gov,MA,41.305878,-70.14191
New Bedford Police Department,Paul.Oliveira@newbedfordpd.com,MA,41.6380943,-70.9508139
Newburyport Police Department,j.lucey@newburypolice.com,MA,42.797325,-70.861664
Northborough Police Department,wlyver@town.northborough.ma.us,MA,42.325809,-71.627017
Northbridge Police Department,npddispatch@northbridgemass.org,MA,42.12911,-71.64559
Norwood Police Department,wbrooks@norwoodma.gov,MA,42.169702,-71.179875
Orange Police Department,police_chief@townoforange.org,MA,42.58398,-72.2924
Palmer Police Department,c.burns@palmerpolice.org,MA,42.136198,-72.635648
Peabody Police Department,tgriffin@peabodypolice.org,MA,42.521538,-70.939514
Pembroke Police Department,ppd@pembrokepolice.org,MA,42.074413,-70.80362
Pittsfield Police Department,police@pittsfieldpd.org,MA,42.449337,-73.25242
Randolph Police Department,melissagreener@randolphmapolice.com,MA,42.161175,-71.0421
Reading Police Department,dclark@ci.reading.ma.us,MA,42.52521,-71.100914
Rehoboth Police Department,Jtrombetta@rehobothpd.org,MA,41.863167,-71.23684
Salem Police Department,admin@salempd.net,MA,42.516384,-70.896614
Scituate Police Department,mthompson@scituatema.gov,MA,42.196808,-70.768776
Seekonk Police Department,Chiefisabella@seekonkpd.com,MA,41.828766,-71.3186
Sharon Police Department,policerecordsrequest@townofsharon.org,MA,42.1136,-71.18714
Shrewsbury Police Department,kanderson@pd.shrewsburyma.gov,MA,42.28994,-71.7226
Somerville Police Department,lcook@police.somerville.ma.us,MA,42.379456,-71.092606
Southborough Police Department,rnewell@southboroughma.com,MA,42.306871,-71.527651
Spencer Police Department,mbefford@spencerpolice.org,MA,42.311693,-71.940282
Stoneham Police Department,awall@stoneham-ma.gov,MA,42.481194,-71.09857
Sturbridge Police Department,david.fortier@sturbridgepd.com,MA,42.311693,-71.940282
Swampscott Police Department,TDelano@SwampscottPolice.com,MA,42.642711,-70.865107
Taunton Police Department,chief@tauntonpd.com,MA,41.9009292,-71.0893785
Tyngsborough Police Department,pdchief@tyngsboroughma.gov,MA,42.669661,-71.420471
Uxbridge Police Department,Mmontminy@uxbridge-ma.gov,MA,42.076916,-71.64713
Walpole Police Department,police1@walpolepd.com,MA,42.1459,-71.25298
Ware Police Department,crsh@townofware.com,MA,42.261124,-72.241455
Watertown Police Department,mlawn@police.watertown-ma.gov,MA,42.481711,-71.394917
West Boylston Police Department,wbpd2@wboylstonpolice.com,MA,42.36583,-71.781525
Westford Police Department,rpaulauskas@westfordma.gov,MA,42.58116,-71.43948
Whitman Police Department,thanlon@whitman-ma.gov,MA,42.08166,-70.93595
Winchendon Police Department,mdriscoll@townofwinchendon.com,MA,42.681816,-72.049385
Worcester Police Department,wpd@worcesterma.gov,MA,42.27213,-71.79874
Aberdeen Police Department,OJANSEN@ABERDEENMD.GOV,MD,39.5118961,-76.1644711
Annapolis Police Department,police@annapolis.gov,MD,38.979072,-76.5064138
Baltimore Police Department,BPDinquiries@BaltimorePolice.org,MD,39.3230231,-76.6224078
Bel Air Police Department,contactpolice@belairmd.org,MD,39.538774,-76.3480358
Bladensburg Police Department,tcollington@bladensburgmd.gov,MD,38.9425202,-76.9352053
Boonsboro Police Department,admin@boonsboropolice-md.com,MD,39.504426,-77.6593429
Bowie Police Department,jnesky@cityofbowie.org,MD,38.960632,-76.74079
Chevy Chase Police Department,ccvillagepolice@montgomerycountymd.gov,MD,38.9708004,-77.0776913
Cumberland Police Department,chuck.ternent@cumberlandmd.gov,MD,39.6529652,-78.7634717
Frederick Police Department,jlando@frederickmdpolice.org,MD,39.4136667,-77.412909
Frostburg Police Department,ncostello@frostburgcity.org,MD,39.6565887,-78.9297745
Gaithersburg Police Department,police@gaithersburgmd.gov,MD,39.13994,-77.1954681
Hagerstown Police Department,pkifer@hagerstownpd.org,MD,39.6457581,-77.7262064
Hyattsville Police Department,police@hyattsville.org,MD,38.9529454,-76.9417552
La Plata Police Department,cschinner@townoflaplata.org,MD,38.472853,-77.015427
Manchester Police Department,jhessmpd@manchestermd.gov,MD,39.6655232,-76.8782834
Mount Rainier Police Department,lalston@mountrainierpd.org,MD,38.9355628,-76.9617406
New Carrolton Police Department,drice@newcarrolltonpd.com,MD,38.82588,-76.847272
Ocean Pines Police Department,Police@oceanpines.org,MD,38.3992566,-75.160072
Rockville Police Department,publicsafety@rockvillemd.gov,MD,39.0817269,-77.1516718
Salisbury Police Department,spatrol@salisburypd.com,MD,38.3681749,-75.6096698
Takoma Park Police Department,police@takomaparkmd.gov,MD,38.9816012,-77.0104749
Westminster Police Department,wpd@westgov.com,MD,39.57562,-76.99303
Augusta Police Department,apddispatch@augustamaine.gov,ME,44.417012,-69.765764
Bangor Police Department,bangor.police@bangormaine.gov,ME,44.798046,-68.77305
Bath Police Department,abooth@cityofbath.com,ME,43.9134,-69.815414
Berwick Police Department,berwickpolice@berwickpolice.org,ME,43.427239,-70.670402
Biddeford Police Department,roger.beaupre@biddefordmaine.org,ME,43.427239,-70.670402
Caribou Police Department,policechief@cariboumaine.org,ME,46.727057,-68.64941
Cumberland Police Department,jduchesneau@cumberlandmaine.com,ME,43.78964,-70.24485
Ellsworth Police Department,tbires@ellsworthmaine.gov,ME,44.564906,-68.370703
Falmouth Police Department,police@falmouthme.org,ME,43.808348,-70.330375
Farmington Police Department,kcharles@farmingtonpd.org,ME,44.6611,-70.14671
Freeport Police Department,ngoodman@freeportmaine.com,ME,43.82247,-70.10967
Gorham Police Department,gorhammainepolice@gmail.com,ME,43.684464,-70.42726
Kennebunk Police Department,eobrien@kennebunkmaine.us,ME,43.387733,-70.53596
Kittery Police Department,RRichter@kitterypolice.com,ME,43.100605,-70.741974
Lewiston Police Department,PoliceDept@lewistonmaine.gov,ME,44.093903,-70.2145
Lisbon Police Department,hostmaster@lisbonme.org,ME,44.167681,-70.207435
Old Orchard Beach Police Department,dhemingway@oobmaine.com,ME,43.523678,-70.37783
Orono Police Department,dmerrill@orono.org,ME,45.390602,-68.657487
Portland Police Department,frankg@portlandmaine.gov,ME,43.658966,-70.25237
Presque Isle Police Department,lkelly@presqueisleme.us,ME,46.688232,-68.007095
Saco Police Department,jclements@sacomaine.org,ME,43.497833,-70.447
Skowhegan Police Department,dbucknam@skowhegan.org,ME,44.766346,-69.71658
South Berwick Police Department,southberwickpd@sbpd.us,ME,43.232426,-70.8085
South Portland Police Department,jdigianvittorio@southportland.org,ME,43.63255,-70.257835
Topsham Police Department,mhagan@topshammaine.com,ME,43.916694,-69.843994
Westbrook Police Department,slally@westbrook.me.us,ME,43.679535,-70.35402
Windham Police Department,klschofield@windhammaine.us,ME,43.77567,-70.41768
Winslow Police Department,lmcdaid@winslow-me.gov,ME,44.550964,-69.623
Yarmouth Police Department,dgallant@yarmouth.me.us,ME,43.801136,-70.188065
Adrian Police Department,vemrick@adrianmi.gov,MI,41.8984691,-84.0346129
Albion Police Department,skipp@cityofalbionmi.gov,MI,42.2453,-84.753296
Allen Park Police Department,PoliceChief@allenparkpolice.org,MI,42.284664,-83.261953
Alpena Police Department,joelj@alpena.mi.us,MI,45.066185,-83.438034
Bad Axe Police Department,davidrothe@cityofbadaxe.com,MI,43.8020545,-82.9972182
Beverly Hills Police Department,ldavis@beverlyhillspolice.com,MI,42.516968,-83.227844
Bloomfield Township Police Department,police_dept@bloomfieldtwp.org,MI,42.660452,-83.38421
Brighton Police Department,bradfordr@brightoncitypolice.org,MI,42.52486,-83.78741
Center Line Police Department,kcosta@centerline.gov,MI,42.477386,-83.02923
Clawson Police Department,kdail@cityofclawson.com,MI,42.53662,-83.146484
Clinton Police Department,clintonpolice@villageofclinton.org,MI,41.895915,-84.066853
Clinton Township Police Department,caringid@clintontownship-mi.gov,MI,42.57993,-82.904144
Davison Police Department,dharris@cityofdavison.org,MI,43.03469,-83.516685
Davison Township Police Department,gharris@davisontwp-mi.org,MI,43.010582,-83.55547
Dearborn Heights Police Department,dhpd@ci.dearborn-heights.mi.us,MI,42.29735,-83.288826
Detroit Police Department,Pubinfo@detroitmi.gov,MI,42.3298972,-83.0578672
Dewitt Police Department,dewittpd@dewittmi.org,MI,42.84218,-84.56421
Dewitt Township Police Department,police@dewitttwp.org,MI,42.82777,-84.58978
Ecorse Police Department,kbarkman@ecorsemi.gov,MI,42.2546221,-83.1388495
Farmington Hills Police Department,jking@fhgov.com,MI,42.484615,-83.3609
Ferndale Police Department,demmi@ferndalepolice.org,MI,42.46069,-83.13092
Flushing Police Department,mhoornstra@flushingcity.com,MI,43.063858,-83.841866
Grand Rapids Police Department,grpdinfo@grcity.us,MI,42.963238,-85.66699
Greenville Police Department,dmagirl@greenvilledps.org,MI,43.177235,-85.25318
Grosse Ile Township Police Department,dcarmack@grosseile.com,MI,42.284664,-83.261953
Grosse Pointe Park Police Department,jkosanke@gpwmi.us,MI,42.284664,-83.261953
Hamburg Township Police Department,htpd@hamburg.mi.us,MI,42.602532,-83.911718
Hamtramck Police Department,amoise@hamtramckcity.com,MI,42.284664,-83.261953
Harper Woods Police Department,vsmith@harperwoods.net,MI,42.431744,-82.92417
Highland Park Police Department,clackey@highlandparkmi.gov,MI,42.407394,-83.09832
Holland Police Department,police@cityofholland.com,MI,42.7907118,-86.1113196
Huron Township Police Department,erobbins@hurontwppd.us,MI,42.137173,-83.39943
Inkster Police Department,wriley@cityofinkster.com,MI,42.295353,-83.30953
Ionia Police Department,tthomas@ci.ionia.mi.us,MI,42.982204,-85.05867
Kalamazoo Police Department,publicsafety@kalamazoocity.org,MI,42.2796528,-85.5813892
Kalamazoo Township Police Department,records@ktwp.org,MI,42.3090189,-85.5698132
Kentwood Police Department,litwinb@kentwood.us,MI,42.880886,-85.59636
Lansing Police Department,ellery.sosebee@lansingmi.gov,MI,42.733696,-84.55264
Lincoln Park Police Department,rwatters@citylp.com,MI,42.250534,-83.18071
Livonia Police Department,foia@livoniapd.com,MI,42.284664,-83.261953
Monroe Police Department,charles.mccormick@monroemi.gov,MI,41.914288,-83.39771
Mount Morris Police Department,chiefofpolice@cityofmtmorris.org,MI,43.118168,-83.69442
Mount Morris Township Police Department,veach@mtmorristwp.org,MI,43.08927,-83.73842
Muskegon Heights Police Department,Maurice.sain@mcd911.net,MI,43.202274,-86.24221
New Baltimore Police Department,contact@newbaltimorepolice.org,MI,42.6792123,-82.7339766
Niles Police Department,PoliceChief@nilesmi.org,MI,41.8174571,-86.2364125
Oak Park Police Department,scooper@oakparkmi.gov,MI,42.660452,-83.38421
Pittsfield Township Police Department,publicsafety@pittsfield-mi.gov,MI,42.19683,-83.70511
Port Huron Police Department,phpdinfo@porthuron.org,MI,42.978767,-82.42038
Portage Police Department,wolfem@portagemi.gov,MI,42.201576,-85.5913
Raisin Township Police Department,kgrayer@raisintownship.com,MI,41.969162,-83.9654
Redford Township Police Department,rtpdforum@redfordpd.org,MI,42.398712,-83.296265
Rochester Police Department,sschettenhelm@rochestermi.org,MI,42.68298,-83.138374
Roseville Police Department,rmonroe@rosevillepolice-mi.com,MI,42.671467,-82.910869
Royal Oak Police Department,MikeM@Romi.gov,MI,42.660452,-83.38421
Saginaw Police Department,saginawpolice@saginaw-mi.com,MI,43.328267,-84.05541
Saginaw Township Police Department,police@saginawtownship.net,MI,43.328267,-84.05541
Shelby Police Department,swaltz@shelbyvillage.com,MI,43.61119,-86.3624
Shelby Township Police Department,chiefofpolice@shelbytwp.org,MI,42.68191,-83.03435
Southfield Police Department,ebarren@cityofsouthfield.com,MI,42.48026,-83.24084
Sparta Police Department,policechief@spartami.org,MI,43.16087,-85.71644
St Clair Shores Police Department,allen@scsmi.net,MI,42.496677,-82.888504
St Johns Police Department,dkirk@sjpolice.org,MI,42.950455,-84.591695
St Joseph Police Department,sneubecker@sjcity.com,MI,42.108162,-86.48127
St Joseph Township Police Department,sjtpd@sjct.org,MI,41.792639,-86.741822
Sturgis Police Department,rbanaszak@sturgismi.gov,MI,41.800266,-85.41869
Taylor Police Department,jhall@ci.taylor.mi.us,MI,42.226578,-83.2629
Three Rivers Police Department,tbringman@threeriversmi.org,MI,41.94475,-85.62266
Traverse City Police Department,TRAVERSECITYPOLICEDEPARTMENT@TRAVERSECITYMI.GOV,MI,44.718688,-85.553848
Troy Police Department,troypolice@troymi.gov,MI,42.5639484,-83.1555051
Waterford Township Police Department,PDFOIARequest@waterfordmi.gov,MI,42.67006,-83.38812
Wayne Police Department,police@cityofwayne.com,MI,42.28194,-83.37099
Westland Police Department,administration@wlpd.net,MI,42.32417,-83.40208
Wyandotte Police Department,bzalewski@wyandottemi.gov,MI,42.213947,-83.149895
Ypsilanti Police Department,tdegiusti@cityofypsilanti.com,MI,42.24095,-83.61892
Anoka Police Department,anokapolice@ci.anoka.mn.us,MN,45.2017148,-93.3877592
Apple Valley Police Department,police@cityofapplevalley.org,MN,44.7347157,-93.2089626
Austin Police Department,davidm@co.mower.mn.us,MN,43.6675858,-92.9738327
Barnesville Police Department,policedept@barnesvillemn.com,MN,46.6532106,-96.4203996
Big Lake Police Department,records@biglakepolice.com,MN,45.3332575,-93.7469143
Bloomington Police Department,police@BloomingtonMN.gov,MN,44.8258883,-93.3022283
Brooklyn Center Police Department,gflesland@ci.brooklyn-center.mn.us,MN,45.076904,-93.30055
Brooklyn Park Police Department,bppolice@brooklynpark.org,MN,45.1099683,-93.3496716
Chaska Police Department,rseibert@chaskamn.com,MN,44.7874187,-93.6022228
Columbia Heights Police Department,police@columbiaheightsmn.gov,MN,45.042786,-93.24918
Eagan Police Department,eaganpd@cityofeagan.com,MN,44.8182669,-93.1659649
East Range Police Department,police@eastrangepd.com,MN,47.5191136,-92.1454453
Elk River Police Department,police@ElkRiverMN.gov,MN,45.3035876,-93.5991973
Faribault Police Department,abohlen@ci.faribault.mn.us,MN,44.2938961,-93.2705436
Forest Lake Police Department,info@flpd.com,MN,45.276623,-92.98469
Fridley Police Department,FridleyPolice@FridleyMN.gov,MN,45.084957,-93.26341
Golden Valley Police Department,police@goldenvalleymn.gov,MN,44.98554,-93.37948
Hastings Police Department,hpd@hastingsmn.gov,MN,44.743282,-92.85181
Hermantown Police Department,jsorensen@hermantownmn.com,MN,46.8090519,-92.2196624
Hibbing Police Department,police@ci.hibbing.mn.us,MN,47.4290022,-92.9263928
Hutchinson Police Department,tgifferson@ci.hutchinson.mn.us,MN,44.891741,-94.3710067
Lakeville Police Department,mthomas@lakevillemn.gov,MN,44.656586,-93.24271
Lino Lakes Police Department,KLeibel@linolakes.us,MN,45.27411,-93.242723
Little Falls Police Department,greg.schirmers@littlefallspolicedepartment.com,MN,45.9779058,-94.362618
Maple Grove Police Department,police@maplegrovemn.gov,MN,45.0995084,-93.4419403
Maplewood Police Department,pdrecords@maplewoodmn.gov,MN,45.01525,-93.100141
Mendota Heights Police Department,pdrecords@mendotaheightsmn.gov,MN,44.8852618,-93.1474986
Minneapolis Police Department,police@minneapolismn.gov,MN,44.9772839,-93.2652365
Minnetonka Police Department,sboerboom@minnetonkamn.gov,MN,44.9397824,-93.4665733
New Brighton Police Department,tony.paetznick@newbrightonmn.gov,MN,45.0622112,-93.1927147
New Hope Police Department,police@newhopemn.gov,MN,45.0357324,-93.3857138
New Prague Police Department,jgareis@ci.new-prague.mn.us,MN,44.5446303,-93.5780661
New Ulm Police Department,newulmpd@co.brown.mn.us,MN,44.3110299,-94.4629543
Owatonna Police Department,Keith.Hiller@ci.owatonna.mn.us,MN,44.086746,-93.22321
Plymouth Police Department,police@plymouthmn.gov,MN,45.0190331,-93.4744281
Prior Lake Police Department,Police@PriorLakeMN.gov,MN,44.7149773,-93.4264513
Ramsey Police Department,JKaters@cityoframsey.com,MN,45.2322945,-93.4594354
Robbinsdale Police Department,RobbinsdalePolice@ci.robbinsdale.mn.us,MN,45.0291324,-93.3388764
Rogers Police Department,police@rogersmn.gov,MN,45.1895666,-93.5528759
Sauk Rapids Police Department,pbeise@ci.sauk-rapids.mn.us,MN,45.5978596,-94.1588105
Savage Police Department,policeadmin@cityofsavage.com,MN,44.651932,-93.534553
South Lake Minnetonka Police Department,info@southlakepd.com,MN,44.9020857,-93.586094
St Anthony Police Department,jon.mangseth@savmn.com,MN,45.027847,-93.21809
St Peter Police Department,mattg@saintpetermn.gov,MN,44.324257,-93.95509
Stillwater Police Department,stillwaterrecords@ci.stillwater.mn.us,MN,46.729553,-94.6858998
Waite Park Police Department,alicia.mages@ci.waiteparkpd.mn.us,MN,45.555235,-94.610482
White Bear Lake Police Department,jswanson@whitebearlake.org,MN,45.081635,-93.013336
Woodbury Police Department,police@woodburymn.gov,MN,45.037929,-92.890117
Worthington Police Department,tappel@co.nobles.mn.us,MN,43.677686,-95.763132
Wyoming Police Department,phoppe@wyomingmn.org,MN,45.505444,-92.903849
Zumbrota Police Department,zumbrotapolice@ci.zumbrota.mn.us,MN,44.2954294,-92.6700483
Arnold Police Department,rshockey@arnoldmo.org,MO,38.422712,-90.3758044
Ballwin Police Department,dschaeffler@ballwin.mo.us,MO,38.640702,-90.445954
Bellefontaine Neighbors Police Department,jihler@cityofbn.com,MO,38.741653,-90.2257
Berkeley Police Department,jackson@ci.berkeley.mo.us,MO,38.7615905,-90.3290443
Bolivar Police Department,mwebb@bolivar.mo.us,MO,37.616761,-93.400817
Bridgeton Police Department,chief@bridgetonmo.com,MO,38.7567511,-90.4234911
Byrnes Mill Police Department,ftselvaggio@byrnesmill.org,MO,38.4359984,-90.5529297
Cape Girardeau Police Department,police@cityofcape.org,MO,37.3030729,-89.5268713
Clayton Police Department,msmith@claytonmo.gov,MO,38.574097,-90.3642
Crestwood Police Department,jwilliams@cityofcrestwood.org,MO,38.55943,-90.385635
Creve Coeur Police Department,jhartman@crevecoeurmo.gov,MO,38.65999,-90.443275
Dexter Police Department,hank.trout@dexterpd.com,MO,36.79663,-89.9662166
Duquesne Police Department,t.kitch@duquesnemo.org,MO,37.0741462,-94.4591502
Ellisville Police Department,slewis@ellisville.mo.us,MO,38.59302,-90.59231
Ferguson Police Department,police@fergusoncity.com,MO,38.640702,-90.445954
Festus Police Department,chieflewis@cityoffestus.org,MO,38.21891,-90.39988
Grain Valley Police Department,gvmopd@cityofgrainvalley.org,MO,39.01781,-94.198105
Hazelwood Police Department,gehall@hazelwoodmo.org,MO,38.78464,-90.35471
Independence Police Department,srector@indepmo.org,MO,39.09326,-94.413155
Jefferson City Police Department,rschroeder@jeffcitymo.org,MO,38.574104,-92.171036
Kirksville Police Department,swilliamson@kirksvillecity.com,MO,40.19373,-92.583145
Kirkwood Police Department,baldriga@kirkwoodmo.org,MO,38.602047,-90.35826
Lake St Louis Police Department,policetips@LakeSaintLouis.com,MO,38.781102,-90.674915
Macon Police Department,adam.dawdy@cityofmacon-mo.gov,MO,39.7385957,-92.4698792
Marshall Police Department,info@marshallmopolice.com,MO,39.12041,-93.20152
Maryville Police Department,rc201@maryvilledps.com,MO,40.360484,-94.883281
Moberly Police Department,mark@moberlypd.com,MO,39.42082,-92.43792
Neosho Police Department,j.baird@neoshomo.org,MO,36.871155,-94.36636
Ofallon Police Department,jneske@ofallon.mo.us,MO,38.802345,-90.62706
Olivette Police Department,dwolf@olivettemo.com,MO,38.674103,-90.383446
Overland Police Department,AndyM@overlandmo.org,MO,38.700275,-90.359085
Perryville Police Department,direkhunt@cityofperryville.com,MO,37.196762,-89.73482
Poplar Bluff Police Department,contactus@pbpolice.org,MO,36.71518,-90.40313
Raymore Police Department,jzimmerman@raymore.com,MO,38.647159,-94.354242
Sikeston Police Department,publicsafety@sikeston.org,MO,36.866089,-89.5847533
Smithville Police Department,police@smithvillemo.org,MO,39.315551,-94.421502
St Ann Police Department,ajimenez@stannmo.org,MO,38.7283,-90.382454
St Charles Police Department,ray.juengst@stcharlescitymo.gov,MO,38.774826,-90.527084
St Joseph Police Department,gmurphy@stjoemo.org,MO,39.76904,-94.85424
St Peters Police Department,stppd@stpetersmo.net,MO,38.781102,-90.674915
Union Police Department,updparker@unionmissouri.org,MO,38.44461,-91.0056
Warrenton Police Department,junger@warrenton-mo.org,MO,38.761902,-91.159306
Washington Police Department,emenefee@washmo.gov,MO,38.5578753,-91.0121752
Waynesville Police Department,dispatch@waynesvillemo.org,MO,37.829445,-92.20357
Brandon Police Department,brandonpd@brandonms.org,MS,32.262057,-89.946552
Clarksdale Police Department,police@cityofclarksdale.org,MS,34.22867,-90.603165
Diberville Police Department,chiefofpolice@diberville.ms.us,MS,30.434103,-88.9
Flowood Police Department,jwhall@flowoodpd.com,MS,32.262057,-89.946552
Greenwood Police Department,tcraft@cityofgreenwood.org,MS,33.54979,-90.294934
Grenada Police Department,pd@cityofgrenada.ms,MS,33.78707,-89.80123
Gulfport Police Department,officeofthechiefofpolice@gulfport-ms.gov,MS,30.369255,-89.08911
Hattiesburg Police Department,psealy@hattiesburgms.com,MS,31.18858,-89.259447
Horn Lake Police Department,hlpdrequest@hornlakepolice.com,MS,34.9621082,-90.0473124
Indianola Police Department,fmatthews@indianolams.gov,MS,33.449905,-90.64602
Jackson Police Department,JPDChief@jacksonms.gov,MS,32.29755,-90.184235
Laurel Police Department,tstewart@laurelms.com,MS,31.687548,-89.1341
Mccomb Police Department,gward@mccomb-ms.gov,MS,31.177517,-90.397725
Meridian Police Department,deborahyoung@meridianms.org,MS,32.363552,-88.70209
Moss Point Police Department,brandon.ashley@cityofmosspoint.org,MS,30.458491,-88.619991
Natchez Police Department,jdaughtry@natchez.ms.us,MS,31.558416,-91.372185
Ocean Springs Police Department,mdunston@oceansprings-ms.gov,MS,30.458491,-88.619991
Olive Branch Police Department,dgammage@obms.us,MS,34.9597113,-89.8261746
Pascagoula Police Department,mchapman@cityofpascagoula.com,MS,30.458491,-88.619991
Petal Police Department,mhiatt@cityofpetal.com,MS,31.337318,-89.263794
Picayune Police Department,jquave@picayune.ms.us,MS,30.524809,-89.68158
Ridgeland Police Department,john.neal@ridgelandms.org,MS,32.63437,-90.03416
Southaven Police Department,mmoore@southaven.org,MS,34.9890216,-90.0053622
Starkville Police Department,mballard@cityofstarkville.org,MS,33.46273,-88.81639
West Point Police Department,acook@wpnet.org,MS,33.661733,-88.783326
Yazoo City Police Department,rsampson@yazoocityms.us,MS,32.851574,-90.409935
Belgrade Police Department,generalinfo@belgradepolice.net,MT,45.77697,-111.17548
Billings Police Department,bpd@ci.billings.mt.us,MT,45.936987,-108.276656
Bozeman Police Department,jveltkamp@bozeman.net,MT,45.535559,-111.173443
Great Falls Police Department,aehrke@greatfallsmt.net,MT,47.316443,-111.350571
Havre Police Department,gmatosich@ci.havre.mt.us,MT,48.550076,-109.67535
Helena Police Department,helenapolicedepartment@helenamt.gov,MT,46.586452,-112.03652
Kalispell Police Department,doverman@kalispell.com,MT,48.1955132,-114.3114151
Missoula Police Department,contactmpd@ci.missoula.mt.us,MT,46.873913,-113.99474
Aberdeen Police Department,apd@aberdeenpolice.com,NC,35.14212,-79.42349
Apex Police Department,jason.armstrong@apexnc.org,NC,35.733063,-78.85477
Asheboro Police Department,mlineberry@ci.asheboro.nc.us,NC,35.7034617,-79.8119455
Asheville Police Department,dzack@ashevillenc.gov,NC,35.5948248,-82.5500137
Burlington Police Department,blong@burlingtonnc.gov,NC,36.041974,-79.399935
Chapel Hill Police Department,policeinfo@townofchapelhill.org,NC,35.92805,-79.05418
Concord Police Department,gacekg@concordnc.gov,NC,35.4094488,-80.5821741
Cornelius Police Department,kblack@corneliuspd.org,NC,35.246862,-80.833832
Dunn Police Department,cwhite@dunn-nc.org,NC,35.368635,-78.87161
Elizabeth City Police Department,ldjames@elizabethcitync.gov,NC,36.265169,-76.260712
